codigo_documento;sequencial;descricao;codigo_subelemento;descricao_subelemento;valor_atual;arquivo_origem;data_extracao
158453264152023NE000018;2;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022 PROCESSO 23347.011467.2022-83. OFÍCIO 05/2023-COPEI-PP PARCELA DE MARÇO/2023 (07 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;6.000,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000018;1;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022  PROCESSO 23347.011467.2022-83. OFÍCIO 03/2023-COPEI-PP PARCELA DE FEVEREIRO /2023 (06 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000018;6;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022 PROCESSO 23347.011467.2022-83. OFÍCIO 17/2023-COPEI-PP PARCELA DE JULHO/2023 (11 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;2.800,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000018;3;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022 PROCESSO 23347.011467.2022-83. OFÍCIO 10/2023-COPEI-PP PARCELA DE ABRIL/2023 (08 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;4.200,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000018;7;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022 PROCESSO 23347.011467.2022-83. OFÍCIO 19/2023-COPEI-PP PARCELA DE AGOSTO/2023 (12 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;2.800,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000018;4;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022 PROCESSO 23347.011467.2022-83. OFÍCIO 12/2023-COPEI-PP PARCELA DE MAIO/2023 (09 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;4.200,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000018;5;ATENDER DESPESA COM BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA (ICT) REGIDAS PELO EDITAL Nº 029/2022 PROCESSO 23347.011467.2022-83. OFÍCIO 15/2023-COPEI-PP PARCELA DE JUNHO/2023 (10 DE 12) 23347.011467.2022-83 PI L21B3G20IGN;01;BOLSAS DE ESTUDO NO PAIS;4.200,00;itens_PP_158453264152023NE000018.json;2026-03-25 03:50:08
158453264152023NE000019;6;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 12/12, JULHO/2023, CONF OFÍCIO 16/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;700,00;itens_PP_158453264152023NE000019.json;2026-03-25 03:57:34
158453264152023NE000019;3;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 9 /12, ABRIL /2023, CONF OFÍCIO 09/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;700,00;itens_PP_158453264152023NE000019.json;2026-03-25 03:57:34
158453264152023NE000019;2;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 8 /12, MARÇO /2023, CONF OFÍCIO 07/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;1.000,00;itens_PP_158453264152023NE000019.json;2026-03-25 03:57:34
158453264152023NE000019;1;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 7 /12, FEVEREIRO/2023, CONF OFÍCIO 04/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_PP_158453264152023NE000019.json;2026-03-25 03:57:34
158453264152023NE000019;5;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 11/12, JUNHO/2023, CONF OFÍCIO 13/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;700,00;itens_PP_158453264152023NE000019.json;2026-03-25 03:57:34
158453264152023NE000019;4;BOLSA ESTUDANTIL EDITAL 031/2022- MENINAS E MULHERES NA CIÊNCIA, À ESTUDANTE CONTEMPLADA NO CAMPUS PONTA PORÃ, PARCELAS 10/12, MAIO/2023, CONF OFÍCIO 11/2023-COPEI-PP. PROC: 23347.009680.2022-25.;01;BOLSAS DE ESTUDO NO PAIS;700,00;itens_PP_158453264152023NE000019.json;2026-03-25 03:57:34
158453264152023NE000020;3;Item compra: 00007 - PRESTAÇÃO DE SERVIÇO DE JARDINAGEM - CANTEIROS ORNAMENTAIS -OUTRAS NECESSIDADES - OUTRA PRODUTIVIDADE;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;69.050,77;itens_PP_158453264152023NE000020.json;2026-03-25 03:52:48
158453264152023NE000020;1;Item compra: 00005 - MANUTENÇÃO / REFORMA PREDIAL;04;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;41.439,16;itens_PP_158453264152023NE000020.json;2026-03-25 03:52:48
158453264152023NE000020;2;Item compra: 00006 - PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM;05;SERVICOS DE COPA E COZINHA;28.703,60;itens_PP_158453264152023NE000020.json;2026-03-25 03:52:48
158453264152023NE000021;1;Item compra: 00001 - MANUTENÇÃO DE REDES - ÁGUA / ESGOTO;16;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5.333,33;itens_PP_158453264152023NE000021.json;2026-03-25 03:53:02
158453264152023NE000022;1;Item compra: 00002 - Material;96;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;946,68;itens_PP_158453264152023NE000022.json;2026-03-25 03:56:40
158453264152023NE000023;1;ATENDER DESPESA COM AUXÍLIO ESTUDANTIL PARA O ESTUDANTE LUCA SEIKI PEREIRA FUJII	REFERENTE A PARTICIPAÇÃO NA  Olimpíada de Matemática das Instituições Federais (OMIF) 2022 ¿ Campus Ponta Porã / Parcela Única. CONFORME OFÍCIO 8/2023 - COPEI-PP. PROCESSO: 23347.003442.2023-97;01;BOLSAS DE ESTUDO NO PAIS;2.410,00;itens_PP_158453264152023NE000023.json;2026-03-25 03:43:43
158453264152023NE000024;5;Item compra: 00001 - PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;52.810,23;itens_PP_158453264152023NE000024.json;2026-03-25 04:01:57
158453264152023NE000024;1;Item compra: 00005 - AGROPECUÁRIA - SERVIÇOS AUXILIARES;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;43.331,64;itens_PP_158453264152023NE000024.json;2026-03-25 04:01:57
158453264152023NE000024;2;Item compra: 00002 - PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;12.002,76;itens_PP_158453264152023NE000024.json;2026-03-25 04:01:57
158453264152023NE000024;4;Item compra: 00004 - PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;43.331,64;itens_PP_158453264152023NE000024.json;2026-03-25 04:01:57
158453264152023NE000024;3;Item compra: 00003 - PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;01;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;24.006,84;itens_PP_158453264152023NE000024.json;2026-03-25 04:01:57
158453264152023NE000025;1;ATENDER DESPESA COM AUXÍLIO AO ESTUDANTE EDIVILSON BOEQUE MIOTO REFERENTE A PARTICIPAÇÃO NO 6° ENCONTRO NACIONAL DOS ESTUDNATES EM ENSINO TÉCNICO CONFORME Oficio Circular - RT 4/2023 - PROEN/RT/IFMS E  DESPACHO 2/2023- DIREN-PP. PROCESSO:23347.003673.2023-09;01;BOLSAS DE ESTUDO NO PAIS;4.708,18;itens_PP_158453264152023NE000025.json;2026-03-25 03:47:13
158453264152023NE000026;5;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. OFÍCIO circular 06/2023 NUGED-PP. REFERENTE AO MÊS DE JULHO/2023 (5ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO MÉDIO.;01;BOLSAS DE ESTUDO NO PAIS;10.400,00;itens_PP_158453264152023NE000026.json;2026-03-25 03:48:50
158453264152023NE000026;3;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO circular 02/2023 NUGED-PP. REFERENTE AO MÊS DE MAIO/2023 (3ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO MÉDIO.;01;BOLSAS DE ESTUDO NO PAIS;11.800,00;itens_PP_158453264152023NE000026.json;2026-03-25 03:48:50
158453264152023NE000026;2;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO circular  01/2023 NUGED-PP. REFERENTE AO MÊS DE abril /2023 (2ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO MÉDIO.;01;BOLSAS DE ESTUDO NO PAIS;11.800,00;itens_PP_158453264152023NE000026.json;2026-03-25 03:48:50
158453264152023NE000026;1;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF.  CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS.OFÍCIO 01/2023 NUGED-PP.   REFERENTE AO MÊS DE  MARÇO/2023 (1ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO MÉDIO.;01;BOLSAS DE ESTUDO NO PAIS;11.800,00;itens_PP_158453264152023NE000026.json;2026-03-25 03:48:50
158453264152023NE000026;4;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. OFÍCIO circular 04/2023 NUGED-PP. REFERENTE AO MÊS DE JUNHO/2023 (4ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO MÉDIO.;01;BOLSAS DE ESTUDO NO PAIS;11.600,00;itens_PP_158453264152023NE000026.json;2026-03-25 03:48:50
158453264152023NE000027;3;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO circular 02/2023 NUGED-PP. REFERENTE AO MÊS DE MAIO/2023 (3ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO SUPERIOR.;01;BOLSAS DE ESTUDO NO PAIS;8.400,00;itens_PP_158453264152023NE000027.json;2026-03-25 03:43:47
158453264152023NE000027;2;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO circular  01/2023 NUGED-PP. REFERENTE AO MÊS DE Abril/2023 (2ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO SUPERIOR.;01;BOLSAS DE ESTUDO NO PAIS;8.400,00;itens_PP_158453264152023NE000027.json;2026-03-25 03:43:47
158453264152023NE000027;4;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023.. OFÍCIO circular 04/2023 NUGED-PP. REFERENTE AO MÊS DE JUNHO/2023 (4ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO SUPERIOR.;01;BOLSAS DE ESTUDO NO PAIS;8.400,00;itens_PP_158453264152023NE000027.json;2026-03-25 03:43:47
158453264152023NE000027;1;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO 01/2023 NUGED-PP. REFERENTE AO MÊS DE MARÇO/2023 (1ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO SUPERIOR.;01;BOLSAS DE ESTUDO NO PAIS;8.800,00;itens_PP_158453264152023NE000027.json;2026-03-25 03:43:47
158453264152023NE000027;5;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. OFÍCIO circular 04/2023 NUGED-PP. REFERENTE AO MÊS DE JULHO/2023 (5ª PARCELA). PROCESSO: 23347.000028.2023-26 - ENSINO SUPERIOR.;01;BOLSAS DE ESTUDO NO PAIS;8.400,00;itens_PP_158453264152023NE000027.json;2026-03-25 03:43:47
158453264152023NE000028;1;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO 01/2023 NUGED-PP. REFERENTE AO MÊS DE MARÇO/2023 (1ª PARCELA). PROCESSO: 23347.000028.2023-26 - SUBSEQUÊNTE.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000028.json;2026-03-25 03:55:09
158453264152023NE000028;2;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO CIRCULAR 01/2023 NUGED-PP. REFERENTE AO MÊS DE ABRIL/2023 (2ª PARCELA). PROCESSO: 23347.000028.2023-26 - SUBSEQUÊNTE.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000028.json;2026-03-25 03:55:09
158453264152023NE000028;3;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. REF. CONFORME OFICIO CIRCULAR - REITORIA 03/2023 - PROEN-IFMS. OFÍCIO CIRCULAR 02/2023 NUGED-PP. REFERENTE AO MÊS DE MAIO/2023 (3ª PARCELA). PROCESSO: 23347.000028.2023-26 - SUBSEQUÊNTE.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000028.json;2026-03-25 03:55:09
158453264152023NE000028;5;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. . OFÍCIO CIRCULAR 06/2023 NUGED-PP. REFERENTE AO MÊS DE JULHO/2023 (5ª PARCELA). PROCESSO: 23347.000028.2023-26 - SUBSEQUÊNTE.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000028.json;2026-03-25 03:55:09
158453264152023NE000028;4;ATENDER DESPESA COM AUXÍLIO PERMANÊNCIA REFERENTE À PAGAMENTO BOLSAS REFERENTES EDITAL ASSISTÊNCIA ESTUDANTIL-VETERANO 2023. . OFÍCIO CIRCULAR 04/2023 NUGED-PP. REFERENTE AO MÊS DE JUNHO/2023 (4ª PARCELA). PROCESSO: 23347.000028.2023-26 - SUBSEQUÊNTE.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_PP_158453264152023NE000028.json;2026-03-25 03:55:09
158453264152023NE000029;1;ATENDER DESPESA PARA PAGAMENTO DE ENCARGOS DE JUROS E MULTA DECORRENTE DERECOLHIMENTO EM ATRASO DE TRIBUTOS INSS REFERENTE A NF 3818 INOVE - IFMS PONTA PORÃ. Processo23347.002337.2023-31;37;JUROS E MULTA DE MORA;22,60;itens_PP_158453264152023NE000029.json;2026-03-25 03:46:01
158453264152023NE000030;1;Item compra: 00002 - COLETA , TRATAMENTO - ESGOTO SANITÁRIO;24;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;8.734,33;itens_PP_158453264152023NE000030.json;2026-03-25 03:59:47
158453264152023NE000031;1;ATENDER DESPESA COM AUXÍLIO PESSOA FÍSICA REFERENTE A SEMANA DO MEIO AMBIENTE CONFORME OFÍCIO 102/2023 PROEX E DESPACHO 8/2023 COERI-PP. PROCESSO : 23347.005056.2023-30. VANDERLEI BERTO JUNIOR;01;AUXILIO A PESSOAS FISICAS;1.999,70;itens_PP_158453264152023NE000031.json;2026-03-25 03:58:57
158453264152023NE000032;1;DIÁRIAS NO EXTERIOR AOS SERVIDORES E COLABORADORES DO IFMS CAMPUS PONTA PORÃ, EXERCÍCIO 2023, CONF OFÍCIO PONTA PORÃ 7/2023 - PP-DIRAD/PP-DIRGE/PP-IFMS/IFMS.  Ofício - Ponta Porã: Documento 363555 PROC: 23347.001033.2023-56.;16;DIARIAS NO EXTERIOR;17.812,92;itens_PP_158453264152023NE000032.json;2026-03-25 03:46:06
158453264152023NE000033;2;ANULACAO DE EMPENHOS NAO INDICADOS PELO ORDENADOR DE DESPESA PARA INSCRICAO EMRESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR/EM LIQUIDACAO.;01;AUXILIO A PESSOAS FISICAS;250,35;itens_PP_158453264152023NE000033.json;2026-03-25 03:47:04
158453264152023NE000033;1;ATENDER DESPESA COM EDITAL 054/2023 REFERENTE A AUXÍLIO A PESSOA FÍSICA PARA PROJETO DE ENSINO COM FOMENTO AOS SERVIDORES DO CAMPUS PONTA PORÃ. OFÍCIO CIRCULAR RT 8/2023 PROEN. OFÍCIO 32/2023 - DIREN-PP. PROCESSO: 23347.004044.2023-98. PI: L21B3P19CEI;01;AUXILIO A PESSOAS FISICAS;3.460,00;itens_PP_158453264152023NE000033.json;2026-03-25 03:47:04
158453264152023NE000034;1;ATENDER DESPESA COM EDITAL 054/2023 REFERENTE A AUXÍLIO A PESSOA FÍSICA PARA PROJETO DE ENSINO COM FOMENTO AOS SERVIDORES DO CAMPUS PONTA PORÃ. OFÍCIO CIRCULAR RT 8/2023 PROEN. OFÍCIO 32/2023 - DIREN-PP. PROCESSO: 23347.004044.2023-98. PI: M21B3G19CEI;01;AUXILIO A PESSOAS FISICAS;1.470,36;itens_PP_158453264152023NE000034.json;2026-03-25 03:53:10
158453264152023NE000035;1;ATENDER DESPESA COM AUXÍLIO ESTUDANTIL PARA PARTICIPAÇÃO EM EVENTO STARTUP WEEKEND CONFORME Ofício-circular - PP 14/2023 - PP-COTAG.  DESPACHO 67/2023 - PP-DIRGE/PP  - PROCESSO:23347.004442.2023-12.;01;BOLSAS DE ESTUDO NO PAIS;1.800,00;itens_PP_158453264152023NE000035.json;2026-03-25 03:56:19
158453264152023NE000036;1;ATENDER DESPESA COM ESTUDANTES QUE PARTICIPARÃO DO SHOWTEC 2023 CONFORME OFÍCIO - REITORIA 89/2023- PROEX-IFMS.  Despacho: #523725 - COER-PP. processo  23347.004999.2023-45;01;BOLSAS DE ESTUDO NO PAIS;1.800,00;itens_PP_158453264152023NE000036.json;2026-03-25 03:46:10
158453264152023NE000037;6;AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ (3ª PARCELA DO 2° SEMESTRE), CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 112/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55.;01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000037.json;2026-03-25 03:53:14
158453264152023NE000037;3;ATENDER DESPESA COM AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 53/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55 (3° PARCELA DO 1° SEMESTRE);01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000037.json;2026-03-25 03:53:14
158453264152023NE000037;1;ATENDER DESPESA COM AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ  CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 36/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55 (1° PARCELA DO 1° SEMESTRE);01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000037.json;2026-03-25 03:53:14
158453264152023NE000037;5;AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ (2ª PARCELA DO 2° SEMESTRE), CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 105/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55.;01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000037.json;2026-03-25 03:53:14
158453264152023NE000037;2;ATENDER DESPESA COM AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 46/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55 (2° PARCELA DO 1° SEMESTRE);01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000037.json;2026-03-25 03:53:14
158453264152023NE000037;4;AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ (1ª PARCELA DO 2° SEMESTRE), CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 89/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55.;01;BOLSAS DE ESTUDO NO PAIS;2.400,00;itens_PP_158453264152023NE000037.json;2026-03-25 03:53:14
158453264152023NE000038;3;ATENDER DESPESA COM AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 53/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55 (3° PARCELA DO 1° SEMESTRE) SUPERIOR;01;BOLSAS DE ESTUDO NO PAIS;900,00;itens_PP_158453264152023NE000038.json;2026-03-25 03:46:14
158453264152023NE000038;6;AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ (3ª PARCELA DO 2° SEMESTRE), CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 112/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55.;01;BOLSAS DE ESTUDO NO PAIS;1.200,00;itens_PP_158453264152023NE000038.json;2026-03-25 03:46:14
158453264152023NE000038;1;ATENDER DESPESA COM AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ  CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 36/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55 (1° PARCELA DO 1° SEMESTRE) SUPERIOR;01;BOLSAS DE ESTUDO NO PAIS;900,00;itens_PP_158453264152023NE000038.json;2026-03-25 03:46:14
158453264152023NE000038;2;ATENDER DESPESA COM AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 46/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55 (2° PARCELA DO 1° SEMESTRE) SUPERIOR;01;BOLSAS DE ESTUDO NO PAIS;900,00;itens_PP_158453264152023NE000038.json;2026-03-25 03:46:14
158453264152023NE000038;4;AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ  (1° PARCELA DO 2° SEMESTRE- SUPERIOR), CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 89/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55.;01;BOLSAS DE ESTUDO NO PAIS;1.200,00;itens_PP_158453264152023NE000038.json;2026-03-25 03:46:14
158453264152023NE000038;5;AUXÍLIO MONITORIA IFMS CAMPUS PONTA PORÃ (2° PARCELA DO 2° SEMESTRE- SUPERIOR), CONFORME Edital 12/2023-PROEN-IFMS. OFÍCIO PONTA PORÃ 105/2023 - DIREN-PP PROCESSO: 23347.004429.2023-55.;01;BOLSAS DE ESTUDO NO PAIS;1.200,00;itens_PP_158453264152023NE000038.json;2026-03-25 03:46:14
158453264152023NE000039;1;ATENDER DESPESA COM RESSARCIMENTO DE PASSAGEM TERRESTRE PARA O SERVIDORA LIGIA MARIA MARASCHI DA SILVA PILETTI  REFERENTE A COMPRA DE PASSAGEM PARA VISITA A UNIVERSIDADE UNA - ASSUNÇÃO PARA ASSINATURA DE TERMO DE PARCERIA CONFORME PROCESSO: 23347.005100.2023-10.;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;205,12;itens_PP_158453264152023NE000039.json;2026-03-25 03:59:02
158453264152023NE000040;1;ATENDER DESPESA COM RESSARCIMENTO DE PASSAGEM TERRESTRE PARA O SERVIDORA HELENICE SERIKAKU REFERENTE A COMPRA DE PASSAGEM PARA VISITA A UNIVERSIDADE UNA - ASSUNÇÃO PARA ASSINATURA DE TERMO DE PARCERIA CONFORME PROCESSO: 23347.005108.2023-78;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;205,12;itens_PP_158453264152023NE000040.json;2026-03-25 03:59:18
158453264152023NE000041;1;ATENDER DESPESA COM RESSARCIMENTO DE PASSAGEM TERRESTRE PARA O SERVIDORA PRISCILA GONZALES FIGUEIREDO REFERENTE A COMPRA DE PASSAGEM PARA VISITA A UNIVERSIDADE UNA - ASSUNÇÃO PARA ASSINATURA DE TERMO DE PARCERIA CONFORME PROCESSO: 23347.005107.2023-23;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;205,12;itens_PP_158453264152023NE000041.json;2026-03-25 03:59:06
